0.1161,0.01616
0.10107,0.032319
0.10761,0.048479
0.10632,0.064638
0.12014,0.080798
0.11118,0.096958
0.10841,0.11312
0.11523,0.12928
0.13273,0.14544
0.2802,0.1616
0.5029,0.17776
0.75372,0.19392
0.85056,0.21007
0.84293,0.22623
0.82824,0.24239
0.83623,0.25855
0.84259,0.27471
0.80179,0.29087
0.81514,0.30703
0.8342,0.32319
0.83649,0.33935
0.81963,0.35551
0.81254,0.37167
0.81416,0.38783
0.79038,0.40399
0.81191,0.42015
0.81633,0.43631
0.84821,0.45247
0.82987,0.46863
0.83467,0.48479
0.81369,0.50095
0.79928,0.51711
0.81565,0.53327
0.81096,0.54943
0.81519,0.56559
0.81369,0.58175
0.83539,0.59791
0.85975,0.61406
0.85041,0.63022
0.84558,0.64638
0.81072,0.66254
0.70777,0.6787
0.45603,0.69486
0.47903,0.71102
0.21848,0.72718
0.20704,0.74334
0.18456,0.7595
0.17671,0.77566
0.18875,0.79182
0.19737,0.80798
0.19872,0.82414
0.19261,0.8403
0.18162,0.85646
0.1727,0.87262
0.16022,0.88878
0.15095,0.90494
0.15804,0.9211
0.15683,0.93726
0.17416,0.95342
0.17655,0.96958
0.18501,0.98574
0.16902,1.0019
0.17341,1.0181
0.16668,1.0342
0.19425,1.0504
0.18246,1.0665
0.19631,1.0827
0.1847,1.0989
0.19713,1.115
0.19774,1.1312
0.19508,1.1473
0.18976,1.1635
0.18108,1.1797
0.16583,1.1958
0.17952,1.212
0.18316,1.2281
0.17734,1.2443
0.14632,1.2604
0.15686,1.2766
0.16828,1.2928
0.18092,1.3089
0.16665,1.3251
0.16395,1.3412
0.16835,1.3574
0.1814,1.3736
0.19192,1.3897
0.19357,1.4059
0.18289,1.422
0.17029,1.4382
0.16097,1.4544
0.16707,1.4705
0.17551,1.4867
0.18763,1.5028
0.20507,1.519
0.208,1.5352
0.19112,1.5513
0.18944,1.5675
0.19189,1.5836
0.21306,1.5998
0.19798,1.616
0.20965,1.6321
0.20145,1.6483
0.19218,1.6644
0.17157,1.6806
0.17137,1.6968
0.17829,1.7129
0.2037,1.7291
0.45538,1.7452
0.48073,1.7614
0.70058,1.7776
0.81796,1.7937
0.78817,1.8099
0.82037,1.826
0.81253,1.8422
0.81624,1.8584
0.79394,1.8745
0.81662,1.8907
0.82446,1.9068
0.81196,1.923
0.77875,1.9392
0.80659,1.9553
0.808,1.9715
0.84696,1.9876
0.8157,2.0038
0.84513,2.02
0.82402,2.0361
0.83514,2.0523
0.83634,2.0684
0.82464,2.0846
0.8141,2.1007
0.783,2.1169
0.78967,2.1331
0.79141,2.1492
0.82435,2.1654
0.849,2.1815
0.85992,2.1977
0.84843,2.2139
0.86029,2.23
0.76124,2.2462
0.5456,2.2623
0.56176,2.2785
0.26769,2.2947
0.19924,2.3108
0.18809,2.327
0.18126,2.3431
0.18102,2.3593
0.17151,2.3755
0.16518,2.3916
0.16729,2.4078
0.18031,2.4239
0.20384,2.4401
0.18862,2.4563
0.18807,2.4724
0.17318,2.4886
0.17755,2.5047
0.15604,2.5209
0.1617,2.5371
0.16242,2.5532
0.16753,2.5694
0.17312,2.5855
0.18305,2.6017
0.18356,2.6179
0.18499,2.634
0.18007,2.6502
0.18222,2.6663
0.18539,2.6825
0.18878,2.6987
0.21029,2.7148
0.21686,2.731
0.23117,2.7471
0.22411,2.7633
0.1945,2.7795
0.17116,2.7956
0.14072,2.8118
0.14124,2.8279
0.14754,2.8441
0.15866,2.8602
0.15374,2.8764
0.15491,2.8926
0.17896,2.9087
0.2007,2.9249
0.21133,2.941
0.21359,2.9572
0.19933,2.9734
0.19494,2.9895
0.16941,3.0057
0.19334,3.0218
0.17806,3.038
0.1803,3.0542
0.16376,3.0703
0.15971,3.0865
0.17232,3.1026
0.1785,3.1188
0.18685,3.135
0.18732,3.1511
0.20968,3.1673
0.20746,3.1834
0.18928,3.1996
0.18508,3.2158
0.2057,3.2319
0.212,3.2481
0.18745,3.2642
0.17007,3.2804
0.17286,3.2966
0.19099,3.3127
0.46743,3.3289
0.51085,3.345
0.72703,3.3612
0.83433,3.3774
0.76912,3.3935
0.81658,3.4097
0.81382,3.4258
0.84329,3.442
0.81008,3.4582
0.81535,3.4743
0.79637,3.4905
0.80439,3.5066
0.82018,3.5228
0.82734,3.539
0.81237,3.5551
0.81438,3.5713
0.79751,3.5874
0.81554,3.6036
0.82874,3.6198
0.89365,3.6359
0.89743,3.6521
0.83873,3.6682
0.81183,3.6844
0.80053,3.7005
0.84282,3.7167
0.84235,3.7329
0.83704,3.749
0.79738,3.7652
0.79699,3.7813
0.77416,3.7975
0.72439,3.8137
0.52849,3.8298
0.32091,3.846
0.28611,3.8621
0.17666,3.8783
0.15983,3.8945
0.161,3.9106
0.1829,3.9268
0.18988,3.9429
0.19561,3.9591
0.1667,3.9753
0.15731,3.9914
0.15273,4.0076
0.16493,4.0237
0.16961,4.0399
0.16094,4.0561
0.14381,4.0722
0.15032,4.0884
0.17753,4.1045
0.18372,4.1207
0.18407,4.1369
0.16305,4.153
0.15314,4.1692
0.13743,4.1853
0.13855,4.2015
0.1528,4.2177
0.17913,4.2338
0.20119,4.25
0.19813,4.2661
0.19733,4.2823
0.1926,4.2985
0.17908,4.3146
0.14984,4.3308
0.12561,4.3469
0.1402,4.3631
0.16617,4.3793
0.194,4.3954
0.20474,4.4116
0.18902,4.4277
0.17752,4.4439
0.15822,4.46
0.17249,4.4762
0.17259,4.4924
0.16887,4.5085
0.14746,4.5247
0.14871,4.5408
0.16871,4.557
0.17218,4.5732
0.16523,4.5893
0.16651,4.6055
0.17261,4.6216
0.16982,4.6378
0.15428,4.654
0.15003,4.6701
0.15079,4.6863
0.14148,4.7024
0.13988,4.7186
0.14111,4.7348
0.16297,4.7509
0.17143,4.7671
0.15902,4.7832
0.16994,4.7994
0.17084,4.8156
0.19341,4.8317
0.21268,4.8479
0.22421,4.864
0.22647,4.8802
0.22771,4.8964
0.49666,4.9125
0.4883,4.9287
0.73748,4.9448
0.8303,4.961
0.82361,4.9772
0.80874,4.9933
0.80476,5.0095
0.84333,5.0256
0.82278,5.0418
0.84965,5.058
0.79527,5.0741
0.79791,5.0903
0.78941,5.1064
0.78882,5.1226
0.75867,5.1388
0.76184,5.1549
0.78256,5.1711
0.7959,5.1872
0.78038,5.2034
0.74353,5.2196
0.76,5.2357
0.76861,5.2519
0.80477,5.268
0.79539,5.2842
0.77765,5.3003
0.78936,5.3165
0.79685,5.3327
0.83184,5.3488
0.80729,5.365
0.77178,5.3811
0.57941,5.3973
0.35895,5.4135
0.32625,5.4296
0.1807,5.4458
0.1518,5.4619
0.16399,5.4781
0.15163,5.4943
0.1715,5.5104
0.15358,5.5266
0.16513,5.5427
0.14882,5.5589
0.16113,5.5751
0.16229,5.5912
0.17107,5.6074
0.16755,5.6235
0.15813,5.6397
0.14608,5.6559
0.13271,5.672
0.1468,5.6882
0.15577,5.7043
0.17435,5.7205
0.17749,5.7367
0.16685,5.7528
0.14434,5.769
0.15671,5.7851
0.16775,5.8013
0.17529,5.8175
0.16239,5.8336
0.14547,5.8498
0.14851,5.8659
0.12127,5.8821
0.13145,5.8983
0.13963,5.9144
0.14869,5.9306
0.15386,5.9467
0.15229,5.9629
0.15766,5.9791
0.15059,5.9952
0.14398,6.0114
0.14431,6.0275
0.068521,6.0437
0.068861,6.0599
0.0805,6.076
0.10301,6.0922
0.091807,6.1083
0.079069,6.1245
0.065041,6.1406
0.084999,6.1568
0.079149,6.173
0.076917,6.1891
0.071258,6.2053
0.084599,6.2214
0.084047,6.2376
0.078081,6.2538
0.067706,6.2699
0.06687,6.2861
0.072967,6.3022
0.082233,6.3184
0.088382,6.3346
0.083768,6.3507
0.087127,6.3669
0.084936,6.383
0.089775,6.3992
0.089019,6.4154
0.085771,6.4315
0.088838,6.4477
0.089122,6.4638
0.097222,6.48
