0.95443,0.01616
0.95849,0.032319
0.93957,0.048479
0.95145,0.064638
0.99363,0.080798
1.0887,0.096958
1.0705,0.11312
1.0504,0.12928
0.99514,0.14544
1.0301,0.1616
1.0421,0.17776
1.0015,0.19392
1.0133,0.21007
1.0131,0.22623
1.071,0.24239
1.059,0.25855
1.0226,0.27471
0.99951,0.29087
0.92543,0.30703
0.97778,0.32319
0.98047,0.33935
1.0157,0.35551
0.9738,0.37167
0.94502,0.38783
1.0188,0.40399
1.0415,0.42015
1.084,0.43631
1.02,0.45247
1.0381,0.46863
1.0432,0.48479
1.0762,0.50095
1.055,0.51711
1.0363,0.53327
1.0517,0.54943
0.99526,0.56559
1.0707,0.58175
1.0623,0.59791
1.1127,0.61406
1.0214,0.63022
0.96683,0.64638
0.96626,0.66254
0.9873,0.6787
1.047,0.69486
1.0048,0.71102
0.96645,0.72718
0.92685,0.74334
0.93679,0.7595
1.0022,0.77566
1.0462,0.79182
1.0539,0.80798
1.0285,0.82414
1.0156,0.8403
1.021,0.85646
1.019,0.87262
1.0312,0.88878
1.0284,0.90494
1.0401,0.9211
1.0164,0.93726
1.0487,0.95342
1.0754,0.96958
1.0738,0.98574
1.0603,1.0019
1.0047,1.0181
1.0151,1.0342
1.0152,1.0504
1.0193,1.0665
0.99168,1.0827
0.9949,1.0989
0.99042,1.115
0.99845,1.1312
1.0047,1.1473
1.0278,1.1635
1.0451,1.1797
1.0253,1.1958
1.0308,1.212
0.99405,1.2281
1.0081,1.2443
0.99715,1.2604
1.0098,1.2766
0.9881,1.2928
1.024,1.3089
1.0938,1.3251
1.0991,1.3412
1.0682,1.3574
1.0024,1.3736
1.0587,1.3897
1.1275,1.4059
1.1394,1.422
1.0674,1.4382
0.99518,1.4544
0.97997,1.4705
0.99456,1.4867
1.0021,1.5028
1.0445,1.519
1.0458,1.5352
1.0796,1.5513
1.0715,1.5675
1.1248,1.5836
1.1,1.5998
1.058,1.616
1.0145,1.6321
1.0025,1.6483
1.0198,1.6644
1.0281,1.6806
1.0227,1.6968
1.038,1.7129
1.0099,1.7291
0.99845,1.7452
1.0178,1.7614
1.0151,1.7776
0.99027,1.7937
0.95119,1.8099
0.96266,1.826
0.96212,1.8422
0.95756,1.8584
0.9941,1.8745
1.0121,1.8907
1.0081,1.9068
0.97705,1.923
1.0165,1.9392
1.0709,1.9553
1.097,1.9715
1.0989,1.9876
1.0827,2.0038
1.063,2.02
1.0789,2.0361
1.0629,2.0523
1.0639,2.0684
1.0083,2.0846
1.0426,2.1007
1.012,2.1169
